year,num_emp,num_jobs,cbo_id,color,name
2004,11,11,3743,#d66011,Projectionists
2004,199,199,7156,#9edae5,Electrical Workers
2004,13,13,7701,#9edae5,Carpentry Supervisors
2004,131,131,3912,#d66011,Production Control Technicians
2004,28,28,2142,#cc0000,Civil Engineers
2004,13,13,1114,#752277,Public Service Leaders
2004,205,205,3251,#d66011,Pharmacy Technicians
2004,1,1,9109,#581f05,Other Maintenance Supervisors
2004,22,22,7524,#9edae5,Glassware and Ceramic Workers
2004,1,1,6301,#105B10,Forestry and Aquaculture Supervisors
2004,2,2,7224,#9edae5,Metal Straightening Workers
2004,3,3,8311,#ffc41c,Paper Pulp Manufacturing Workers
2004,2986,2988,5134,#17bcef,Restaurant Workers
2004,2,2,2621,#cc0000,Producers
2004,1,1,8121,#ffc41c,Ammunition Manufacturing Workers
2004,24,24,7653,#9edae5,Leather Machine Operators
2004,29,29,5164,#17bcef,Launderers
2004,3,3,8417,#ffc41c,Beverage Manufacturing Workers
2004,2,2,6430,#105B10,Irrigation and Drainage Workers
2004,1,1,3146,#d66011,Metallurgy Technicians
2004,8,8,9501,#581f05,Industrial Electrical Maintenance Supervisors
2004,2,2,3182,#d66011,Mechanical Designers
2004,29,29,3224,#d66011,Dental Technicians
2004,3,3,8482,#ffc41c,Craft Dairy Pasteurization Workers
2004,14,14,7214,#9edae5,CNC Machinists
2004,19,19,2618,#cc0000,Photographers
2004,1914,1915,7823,#9edae5,Passenger Vehicle Drivers
2004,7,7,3543,#d66011,Foreign Trade Analysts
2004,2,2,1234,#752277,Other Directors
2004,3,3,7687,#9edae5,Bookbinders
2004,120,120,3133,#d66011,Telecom Technicians
2004,4,4,7640,#9edae5,Other Footwear Manufacturing Workers
2004,19,19,3011,#d66011,Industrial Lab Technicians
2004,28,28,7751,#9edae5,Wood Finishers
2004,3,3,8110,#ffc41c,Generic Chemical Equipment Operators
2004,2,2,1113,#752277,Magistrates
