year,num_emp,num_jobs,cbo_id,color,name
2007,1,1,1234,#752277,Other Directors
2007,1,1,1232,#752277,Human Resource Directors
2007,15607,15635,4110,#b7834b,Administrative Assistants
2007,1,1,3212,#d66011,Foresters
2007,148,148,7662,#9edae5,Printers
2007,25,25,2532,#cc0000,Marketing Consutants
2007,164,166,5161,#17bcef,Beauty Workers
2007,2,2,1142,#752277,Social Economic Workers
2007,1361,1361,7825,#9edae5,General Cargo Drivers
2007,21,21,8118,#ffc41c,Pharmacuetical Machinery Operators
2007,13,13,7214,#9edae5,CNC Machinists
2007,97,97,9101,#581f05,Industrial Machinery Maintenance Supervisors
2007,2,2,7224,#9edae5,Metal Straightening Workers
2007,1950,1953,5191,#17bcef,Couriers
2007,20,20,4152,#b7834b,Postal Workers
2007,205,205,5112,#17bcef,Public Transit Attendants
2007,2,2,2623,#cc0000,Scenographers
2007,2,2,7421,#9edae5,Musical Instrument Assemblers
2007,15,15,5103,#17bcef,Security Supervisors
2007,1,1,3122,#d66011,Infrastructure Technicians
2007,14,14,8202,#ffc41c,Building Material Supervisors
2007,199,199,4222,#b7834b,Telephone Operators
2007,161,161,7311,#9edae5,Electrical Equipment Assemblers
2007,121,121,7822,#9edae5,Cargo Equipment Operators
2007,11,11,3341,#d66011,School Inspectors
2007,22,22,6224,#105B10,Flower Culivators
2007,175,175,7152,#9edae5,Masonry Workers
2007,5,5,2145,#cc0000,Chemical Engineers
2007,176,176,7156,#9edae5,Electrical Workers
2007,3,3,6230,#105B10,Animal Trainers
2007,54,54,2231,#cc0000,Doctors
2007,24,24,7683,#9edae5,Leather and Fur Footwear Workers
2007,2,2,6125,#105B10,Fruit Farmers
2007,140,140,3515,#d66011,Secretarial Technicians
2007,23,23,7614,#9edae5,Textile Dyers
2007,2,2,7162,#9edae5,Roofers
2007,176,176,7711,#9edae5,Cabinetmakers
2007,58,58,1425,#752277,IT Managers
2007,13,13,3242,#d66011,Clinical Pathology Technicians
2007,14,14,8411,#ffc41c,Grains Processing Workers
2007,10,10,1411,#752277,Agricultural Production Managers
2007,21,21,6210,#105B10,General Agricultural Workers
2007,137,137,9111,#581f05,Pump and Motor Mechanics
2007,3,3,6233,#105B10,Poultry Workers
2007,170,170,3423,#d66011,Road Transport Technicians
2007,185,185,7244,#9edae5,Boiler Workers
2007,3,3,7623,#9edae5,Leather Finishers
2007,151,151,3912,#d66011,Production Control Technicians
2007,23,23,3762,#d66011,Circus Artists
2007,25,25,7682,#9edae5,Tissue Makers
2007,2,2,8623,#ffc41c,Sewage Workers
2007,96,101,3133,#d66011,Telecom Technicians
2007,80,81,2524,#cc0000,Human Resources Professionals
2007,1,1,3250,#d66011,Horticulture Technicians
2007,2,2,9142,#581f05,Marine Equipment Maintenance 
2007,102,102,9131,#581f05,Heavy Machinery Mechanics
2007,13,13,9153,#581f05,Biomedical Equipment Repairmen
2007,22,22,9543,#581f05,Office Equipment Technicians
2007,20,20,7824,#9edae5,Public Transit Driver
2007,2,2,9152,#581f05,Musical Instrument Restoration Workers
2007,28,28,7521,#9edae5,Glassblowers
2007,2,2,7523,#9edae5,Potters
2007,964,969,4101,#b7834b,Administrative Supervisors
2007,2508,2511,8485,#ffc41c,Butchers
2007,10,10,3732,#d66011,Camera Operators
2007,1,1,2424,#cc0000,Public Defenders
2007,208,208,4213,#b7834b,Billing Collectors
2007,3,3,6130,#105B10,Other Livestock Breeders
2007,22,22,7828,#9edae5,Animal-Drawn Vehicle Conductors
2007,33,33,2142,#cc0000,Civil Engineers
2007,12,12,8601,#ffc41c,Utility Supervisors
2007,233,234,3251,#d66011,Pharmacy Technicians
2007,17,18,5171,#17bcef,Firefighters and Lifeguards
2007,63,63,2410,#cc0000,Lawyers
2007,6,6,2241,#cc0000,Gym Teachers
2007,25,25,9542,#581f05,Home Appliance Technicians
2007,2,2,3731,#d66011,Radio Station Technicians
2007,12,12,2238,#cc0000,Audiologists
2007,3,3,3146,#d66011,Metallurgy Technicians
2007,4,4,8113,#ffc41c,Filtration Workers
2007,27,27,9143,#581f05,Subway Mechanics
2007,89,89,9102,#581f05,Vehicle Maintenance Supervisors
2007,34,35,1233,#752277,Sales and Marketing Directors
2007,14,14,3252,#d66011,Food Production Technicians
2007,1,1,1238,#752277,Maintenance Officers
2007,2247,2249,7823,#9edae5,Passenger Vehicle Drivers
2007,7,7,7606,#9edae5,Graphic Production Supervisors
2007,21,21,7733,#9edae5,Other Wood Machining Operators
2007,30,30,7751,#9edae5,Wood Finishers
2007,206,206,7250,#9edae5,Other Mechanical Fitters
2007,31,31,8131,#ffc41c,Chemical Processing Workers
2007,29,29,7651,#9edae5,Leather Upholstery Workers
2007,22,22,8111,#ffc41c,Grinding and Mixing Machine Operators
2007,14,14,8103,#ffc41c,Pharmacuetical Production Supervisors
2007,181,181,1415,#752277,Hospitality Managers
2007,11,11,2616,#cc0000,Editors
2007,36,36,7641,#9edae5,Footwear Preparation Workers
2007,1,1,2132,#cc0000,Chemists
2007,176,176,9192,#581f05,Landscapers
2007,2,2,8416,#ffc41c,Coffee and Tea Workers
2007,1,1,2614,#cc0000,Linguists
2007,21,21,9141,#581f05,Aircraft Mechanics
2007,3789,3792,5134,#17bcef,Restaurant Workers
2007,3,3,3191,#d66011,Clothing Technicians
2007,20,20,2629,#cc0000,Interior Designer
2007,814,830,2234,#cc0000,Pharmacists
2007,385,385,5121,#17bcef,Domestic Service Workers
2007,3444,3448,8483,#ffc41c,Bakers
2007,26,26,7253,#9edae5,Heavy Machinery Assemblers
2007,36,36,7510,#9edae5,Jewelers
2007,342,342,7842,#9edae5,Production Line Feeders
2007,3,3,7612,#9edae5,Textile Wiring Workers
2007,98,100,1416,#752277,Transportation Managers
2007,4,4,6322,#105B10,Gums and Resins Extraction Workers
2007,18,18,2332,#cc0000,Vocational Instructors
2007,20,20,9502,#581f05,Vehicle Electronics Maintenance Supervisors
2007,20,20,3184,#d66011,Technical Product Designers
2007,171,171,7151,#9edae5,Excavators
2007,35,35,3224,#d66011,Dental Technicians
2007,4,4,5162,#17bcef,Caregivers
2007,352,352,6201,#105B10,Agricultural Supervisors
2007,3,3,3213,#d66011,Aquafarmers
2007,29,29,7663,#9edae5,Print Finishers
2007,1,1,7256,#9edae5,Aircraft Assemblers
2007,17,17,7801,#9edae5,Packing and Labeling Supervisors
2007,2,2,2131,#cc0000,Physicists
2007,33,33,7165,#9edae5,Floor Finishers
2007,4377,4392,5142,#17bcef,Garbagemen
2007,102,102,2521,#cc0000,Administrators
2007,36,36,3514,#d66011,Judicial Clerks
2007,3,3,8321,#ffc41c,Paper and Cardboard Manufacturing Workers
2007,8,8,2631,#cc0000,Religious Professionals
2007,31,31,2533,#cc0000,Stockbrokers
2007,2,2,3522,#d66011,Health and Environmental Workers
2007,324,324,7163,#9edae5,Glaziers
2007,3,3,3771,#d66011,Professional Athletes
2007,19,19,3121,#d66011,Building Construction Technicians
2007,3,3,5102,#17bcef,Laundry Supervisors
2007,414,414,7170,#9edae5,Civil Engineering Assistants
2007,245,245,4121,#b7834b,Data Entry Specialists
2007,12,12,2236,#cc0000,Physiotherapists
2007,30,30,7257,#9edae5,Refrigeration Installers
2007,4,4,3313,#d66011,Vocational Middle School Teachers
2007,5,5,2392,#cc0000,Special Education Teachers
2007,34,34,7831,#9edae5,Train Workers
2007,4,4,8624,#ffc41c,Gas Utility Workers
2007,3,3,5131,#17bcef,Butlers and Maids
2007,44,44,5192,#17bcef,Recycling Collectors
2007,249,249,9531,#581f05,Vehicle Maintenance Electricians
2007,1233,1236,5201,#17bcef,Sales Supervisors
2007,5,5,7764,#9edae5,Carpenters
2007,148,148,3171,#d66011,System Administrators
2007,33,33,7161,#9edae5,Concrete Coaters
2007,4,4,5165,#17bcef,Funeral Service Workers
2007,3,3,2626,#cc0000,Musicians
2007,2800,2802,9144,#581f05,Car Mechanics
2007,34,34,2613,#cc0000,Archivists
2007,12,12,8415,#ffc41c,Dairy Pastuerization Workers
2007,34,34,3011,#d66011,Industrial Lab Technicians
2007,192,193,9511,#581f05,Electrical Maintenance Workers
2007,237,238,3511,#d66011,Accounting Technicians
2007,68,68,1210,#752277,CEOs
2007,252,252,7243,#9edae5,Metal Welders
2007,265,265,2523,#cc0000,Executives
2007,391,393,9921,#581f05,Basic Vehicle Mechanics
2007,298,298,9113,#581f05,Industrial Machine Maintenance Workers
2007,4,4,6231,#105B10,Large Animal Livestock Workers
2007,5,5,7654,#9edae5,Leather Product Finishers
2007,33,33,3741,#d66011,Audio Technicians
2007,14,14,9501,#581f05,Industrial Electrical Maintenance Supervisors
2007,30,30,7524,#9edae5,Glassware and Ceramic Workers
2007,2,2,2112,#cc0000,Statisticians
2007,447,447,7632,#9edae5,Stitching Machine Operators
2007,348,348,7630,#9edae5,Other Clothing Manufacturing Workers
2007,19,19,5151,#17bcef,Health Services Workers
2007,12,12,1312,#752277,Health Service Directors
2007,30,30,7603,#9edae5,Clothing Manufacturing Supervisors
2007,2027,2034,3541,#d66011,Sales Specialist
2007,2,2,2153,#cc0000,Pilots
2007,4,4,1313,#752277,Education Directors
2007,39,39,7157,#9edae5,Insulation Workers
2007,26,26,3743,#d66011,Projectionists
2007,3,3,2615,#cc0000,Writers
2007,4,4,2346,#cc0000,Language Professors
2007,1,1,1222,#752277,Mining and Quarrying COOs
2007,2,2,2211,#cc0000,Biologists
2007,38,38,3331,#d66011,Free Course Instructors
2007,1,1,1227,#752277,Financial COOs
2007,149,150,1422,#752277,Human Resource Managers
2007,4,4,8231,#ffc41c,Glass Preparation Operators
2007,32,32,4241,#b7834b,Interviewers and Census Takers
2007,3,3,6124,#105B10,Flower Farmers
2007,4,4,3951,#d66011,Technical Support in Research and Development
