year,num_emp,num_jobs,cbo_id,color,name
2010,1,1,7231,#9edae5,Metal Heat Treatment Workers
2010,11,11,7732,#9edae5,Wood Plate Pressing Operators
2010,14,14,4152,#b7834b,Postal Workers
2010,71,71,7214,#9edae5,CNC Machinists
2010,66,66,3331,#d66011,Free Course Instructors
2010,14,14,7734,#9edae5,Wood Series Machinery Operators
2010,86,86,3517,#d66011,Insurance Technicians
2010,1045,1048,4131,#b7834b,Accounting Assistants
2010,14,14,8117,#ffc41c,Rubber and Plastics Machine Operators
2010,15488,15703,4211,#b7834b,Non-Bank Tellers
2010,7,7,3186,#d66011,Mechanical Design Planners
2010,13,13,3764,#d66011,Models
2010,14,14,3762,#d66011,Circus Artists
2010,1,1,8121,#ffc41c,Ammunition Manufacturing Workers
2010,2,2,3413,#d66011,Maritime Technicians
2010,17,17,4241,#b7834b,Interviewers and Census Takers
2010,7,7,3341,#d66011,School Inspectors
2010,64,64,3421,#d66011,Transport Logistics Technicians
2010,14,14,7253,#9edae5,Heavy Machinery Assemblers
2010,7,8,1236,#752277,Computer Service Officers
2010,45,45,3544,#d66011,Auctioneers
2010,45,45,2394,#cc0000,Other Educators
2010,2,2,1222,#752277,Mining and Quarrying COOs
2010,13,13,8213,#ffc41c,Laminating Operators
2010,1,1,8416,#ffc41c,Coffee and Tea Workers
2010,8,8,3426,#d66011,Seaport Operations Technicians
2010,181,182,7633,#9edae5,Embroidery Machine Operators
2010,104,104,7222,#9edae5,Metal Smelting Workers
2010,175,175,4151,#b7834b,Scribes
2010,14,14,9911,#581f05,Railway Maintenance Workers
2010,12,12,1411,#752277,Agricultural Production Managers
2010,91,91,3188,#d66011,Product Design Planners
2010,16,16,7223,#9edae5,Metal Molding Workers
2010,113,113,3515,#d66011,Secretarial Technicians
2010,132,133,7313,#9edae5,Telecom Equipment Repairmen
2010,12,12,3115,#d66011,Water Treatment Technicians
2010,7,7,3211,#d66011,Agricultural Technicians
2010,85,85,8401,#ffc41c,Food Manufacturing Supervisors
2010,2,2,7826,#9edae5,Train Operators
2010,59,59,3547,#d66011,Independent Salesmen
2010,109,109,7251,#9edae5,Assembly Line Equipment Assemblers
2010,34,34,2512,#cc0000,Economists
2010,209,211,5112,#17bcef,Public Transit Attendants
2010,5,5,3163,#d66011,Mining Technicians
2010,3,3,2631,#cc0000,Religious Professionals
2010,1,1,1234,#752277,Other Directors
2010,18,18,8113,#ffc41c,Filtration Workers
2010,20,20,9542,#581f05,Home Appliance Technicians
2010,159,159,7522,#9edae5,Glass Processing Workers
2010,2,2,2543,#cc0000,Labor Inspectors
2010,67,67,3513,#d66011,Administrative Technicians
2010,9,9,2151,#cc0000,Maritime Officials
2010,172,172,8481,#ffc41c,Craft Food Preservation Workers
2010,3,3,2312,#cc0000,General Primary School Teachers
2010,11,11,3425,#d66011,Air Transport Technicians
2010,66,68,7102,#9edae5,Construction Supervisors
2010,16,16,7682,#9edae5,Tissue Makers
2010,17,17,8321,#ffc41c,Paper and Cardboard Manufacturing Workers
2010,1736,1740,4221,#b7834b,Receptionists
2010,1,1,2422,#cc0000,Public Ministry
2010,68,68,2611,#cc0000,Journalists
2010,3,3,7640,#9edae5,Other Footwear Manufacturing Workers
2010,2,2,2341,#cc0000,Math Professors
2010,20,20,7614,#9edae5,Textile Dyers
2010,10,10,3142,#d66011,Tool Technicians
2010,8,8,9503,#581f05,Electromechanical Maintenance Supervisors
2010,17,17,1224,#752277,Trade COOs
2010,51,51,2532,#cc0000,Marketing Consutants
2010,17190,17222,4110,#b7834b,Administrative Assistants
2010,4,4,2253,#cc0000,Doctors in Diagnostics and Therapy
2010,20,20,8118,#ffc41c,Pharmacuetical Machinery Operators
2010,229,229,6220,#105B10,Other Agricultural Support Workers
2010,21,21,8331,#ffc41c,Paper Machinery Operators
2010,12,12,3011,#d66011,Industrial Lab Technicians
2010,182,182,7711,#9edae5,Cabinetmakers
2010,13,13,7601,#9edae5,Textile Supervisors
2010,199,199,8621,#ffc41c,Steam Utility Workers
2010,1,1,3545,#d66011,Insurance Agents
2010,175,175,7311,#9edae5,Electrical Equipment Assemblers
2010,17,17,9543,#581f05,Office Equipment Technicians
2010,10,10,3252,#d66011,Food Production Technicians
2010,111,111,2525,#cc0000,Financial Analysts
2010,2189,2195,5191,#17bcef,Couriers
2010,1,1,2615,#cc0000,Writers
2010,16,16,8202,#ffc41c,Building Material Supervisors
2010,1325,1325,3132,#d66011,Electronics Technicians
2010,13,13,5171,#17bcef,Firefighters and Lifeguards
2010,149,150,9112,#581f05,HVAC Maintenance Workers
2010,32,32,1233,#752277,Sales and Marketing Directors
2010,208,208,3251,#d66011,Pharmacy Technicians
2010,164,164,7122,#9edae5,Ornamental Stone Workers
2010,40,40,2251,#cc0000,Clinicians
2010,22,22,7828,#9edae5,Animal-Drawn Vehicle Conductors
2010,102,103,3516,#d66011,Work Safety Technicians
2010,253,253,5193,#17bcef,Veternary Service Workers
