year,wage,num_emp,num_jobs,num_est,wage_avg,age_avg,bra_id,cnae_id,cbo_id,cbo_1,cbo_4,num_jobs_est,cbo_display,bra_rca,wld_rca,wage_growth,num_emp_growth,wage_growth_5,num_emp_growth_5
2013,60436.13,17,17,10,3555.07,44.471,"4mg030000","g","1312","1","1312",2,"1312",false,false,0.172,-0.15,0.227,0.136
2014,58091.08,15,15,10,3872.74,45.133,"4mg030000","g","1312","1","1312",2,"1312",false,false,1.644,0.667,-0.008,-0.025
2007,23234.81,4,4,4,5808.7,45,"4mg030000","g","1313","1","1313",1,"1313",false,false,,,,
2008,15644.22,3,3,3,5214.74,36.667,"4mg030000","g","1313","1","1313",1,"1313",false,false,-0.327,-0.25,,
2009,17199.35,2,2,2,8599.68,42,"4mg030000","g","1313","1","1313",1,"1313",false,false,0.099,-0.333,,
2010,18316.1,3,3,2,6105.37,40,"4mg030000","g","1313","1","1313",2,"1313",false,false,0.065,0.5,,
2011,22326.89,3,3,2,7442.3,41,"4mg030000","g","1313","1","1313",2,"1313",false,false,0.219,0,,
2012,39435.98,7,7,6,5633.71,43.571,"4mg030000","g","1313","1","1313",2,"1313",false,false,0.766,1.333,0.112,0.118
2013,39597.63,5,5,4,7919.53,45.2,"4mg030000","g","1313","1","1313",2,"1313",false,false,0.004,-0.286,0.204,0.108
2014,2314.53,1,1,1,2314.53,57,"4mg030000","g","1313","1","1313",1,"1313",false,false,-0.865,-0.5,-0.433,-0.275
2002,8302.07,6,6,6,1383.68,37,"4mg030000","g","1411","1","1411",1,"1411",false,false,,,,
2003,2761.69,6,6,6,460.28,37.5,"4mg030000","g","1411","1","1411",1,"1411",false,false,-0.667,0,,
2004,4450.49,7,7,6,635.78,36.857,"4mg030000","g","1411","1","1411",2,"1411",false,false,0.612,0.167,,
2005,7931.2,15,15,9,528.75,30.067,"4mg030000","g","1411","1","1411",2,"1411",false,false,0.782,1.143,,
2006,14451.73,12,15,10,963.45,36.4,"4mg030000","g","1411","1","1411",2,"1411",false,false,0.822,-0.2,,
2007,12218.77,10,10,9,1221.88,33.2,"4mg030000","g","1411","1","1411",2,"1411",false,false,-0.155,-0.167,0.08,0.108
2008,16742.42,18,18,14,930.13,31.611,"4mg030000","g","1411","1","1411",2,"1411",false,false,0.37,0.8,0.434,0.246
2009,7731.73,11,11,9,702.89,25.636,"4mg030000","g","1411","1","1411",2,"1411",false,false,-0.538,-0.389,0.117,0.095
2010,11754.6,12,12,11,979.55,33.917,"4mg030000","g","1411","1","1411",2,"1411",false,false,0.52,0.091,0.082,-0.044
2011,17862.52,21,21,12,850.6,29.857,"4mg030000","g","1411","1","1411",2,"1411",false,false,0.52,0.75,0.043,0.118
2012,17724.93,18,18,12,984.72,34.611,"4mg030000","g","1411","1","1411",2,"1411",false,false,-0.008,-0.143,0.077,0.125
2013,26224.34,15,15,15,1748.29,37.933,"4mg030000","g","1411","1","1411",1,"1411",false,false,0.48,-0.167,0.094,-0.036
2014,30634.86,14,14,13,2188.2,40.786,"4mg030000","g","1411","1","1411",2,"1411",false,false,2.962,0.273,0.032,-0.014
2002,39638.28,29,29,25,1366.84,35.621,"4mg030000","g","1412","1","1412",2,"1412",false,false,,,,
2003,171354.5,149,151,125,1134.8,35.993,"4mg030000","g","1412","1","1412",2,"1412",false,false,3.323,4.138,,
2004,183768.44,141,141,118,1303.32,38.028,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.072,-0.054,,
2005,201432.28,153,153,130,1316.55,38.712,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.096,0.085,,
2006,254684.9,213,213,163,1195.7,37.033,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.264,0.392,,
2007,316732.48,214,221,169,1433.18,38.321,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.244,0.005,0.515,0.491
2008,390435.99,262,262,208,1490.21,36.973,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.233,0.224,0.179,0.119
2009,439924.09,299,299,233,1471.32,37.05,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.127,0.141,0.191,0.162
2010,503872.27,308,308,241,1635.95,37.39,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.145,0.03,0.201,0.15
2011,541396.08,321,321,254,1686.59,37.125,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.074,0.042,0.163,0.085
2012,727179.56,391,391,268,1859.79,36.373,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.343,0.218,0.181,0.128
2013,792900.74,394,394,281,2012.44,36.81,"4mg030000","g","1412","1","1412",2,"1412",false,false,0.09,0.008,0.152,0.085
2014,939418.62,403,403,286,2331.06,38.156,"4mg030000","g","1412","1","1412",2,"1412",false,false,1.135,0.348,0.034,0.005
2002,2533.46,2,2,2,1266.73,31,"4mg030000","g","1413","1","1413",1,"1413",false,false,,,,
2003,1937.45,5,5,3,387.49,27.4,"4mg030000","g","1413","1","1413",2,"1413",false,false,-0.235,1.5,,
2004,4677.64,6,6,6,779.61,33.667,"4mg030000","g","1413","1","1413",1,"1413",false,false,1.414,0.2,,
2005,8077.19,8,8,8,1009.65,40,"4mg030000","g","1413","1","1413",1,"1413",false,false,0.727,0.333,,
2006,2688.15,2,2,2,1344.08,37.5,"4mg030000","g","1413","1","1413",1,"1413",false,false,-0.667,-0.75,,
2007,9460.98,5,5,5,1892.2,32,"4mg030000","g","1413","1","1413",1,"1413",false,false,2.52,1.5,0.302,0.201
2008,20062.78,10,10,9,2006.28,34.8,"4mg030000","g","1413","1","1413",2,"1413",false,false,1.121,1,0.596,0.149
2009,26768.77,10,10,6,2676.88,47.3,"4mg030000","g","1413","1","1413",2,"1413",false,false,0.334,0,0.417,0.108
2010,63312.29,24,24,14,2638.01,40.75,"4mg030000","g","1413","1","1413",2,"1413",false,false,1.365,1.4,0.51,0.246
2011,61812.85,28,28,20,2207.6,33.714,"4mg030000","g","1413","1","1413",2,"1413",false,false,-0.024,0.167,0.872,0.695
2012,135979.67,28,28,19,4856.42,36.964,"4mg030000","g","1413","1","1413",2,"1413",false,false,1.2,0,0.704,0.411
2013,143091.98,28,28,17,5110.43,36.857,"4mg030000","g","1413","1","1413",2,"1413",false,false,0.052,0,0.481,0.229
2014,106466.19,25,25,16,4258.65,39.52,"4mg030000","g","1413","1","1413",2,"1413",false,false,2.977,1.5,-0.057,-0.022
2002,9397148.46,21246,21290,6522,441.39,28.902,"4mg030000","g","1414","1","1414",4,"1414",false,false,,,,
2003,2819803.62,3710,3730,1674,755.98,31.204,"4mg030000","g","1414","1","1414",3,"1414",false,false,-0.7,-0.825,,
2004,3020251.56,3478,3501,1654,862.68,31.8,"4mg030000","g","1414","1","1414",3,"1414",false,false,0.071,-0.063,,
2005,3429850.23,3645,3654,1718,938.66,32.174,"4mg030000","g","1414","1","1414",3,"1414",false,false,0.136,0.048,,
2006,3920094.97,3927,3950,1857,992.43,32.631,"4mg030000","g","1414","1","1414",3,"1414",false,false,0.143,0.077,,
2007,4337353.5,3828,3850,1891,1126.59,33.253,"4mg030000","g","1414","1","1414",3,"1414",false,false,0.106,-0.025,-0.143,-0.29
2008,5994480.04,5566,5596,1954,1071.21,32.056,"4mg030000","g","1414","1","1414",3,"1414",false,false,0.382,0.454,0.163,0.085
2009,5143060.06,3160,3185,1953,1614.78,35.312,"4mg030000","g","1414","1","1414",2,"1414",false,false,-0.142,-0.432,0.112,-0.019
2010,6382077.66,3494,3536,2164,1804.89,35.511,"4mg030000","g","1414","1","1414",2,"1414",false,false,0.241,0.106,0.132,-0.008
2011,6559380.04,3329,3349,2109,1958.61,35.622,"4mg030000","g","1414","1","1414",2,"1414",false,false,0.028,-0.047,0.108,-0.033
2012,8014060.6,3795,3807,2352,2105.09,35.454,"4mg030000","g","1414","1","1414",2,"1414",false,false,0.222,0.14,0.131,-0.002
2013,8677671.94,3876,3885,2353,2233.64,35.873,"4mg030000","g","1414","1","1414",2,"1414",false,false,0.083,0.021,0.077,-0.07
2014,9880827.52,3991,4032,2395,2450.6,35.875,"4mg030000","g","1414","1","1414",2,"1414",false,false,0.921,0.263,0.026,0.006
2002,313084.64,757,757,418,413.59,32.166,"4mg030000","g","1415","1","1415",2,"1415",false,false,,,,
2003,64927.05,116,116,71,559.72,33.603,"4mg030000","g","1415","1","1415",2,"1415",false,false,-0.793,-0.847,,
2004,74115.16,137,137,87,540.99,32.343,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.142,0.181,,
2005,88983.53,141,141,89,631.09,32.957,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.201,0.029,,
2006,104602.04,152,152,105,688.17,33.947,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.176,0.078,,
2007,158916.67,181,181,122,877.99,33.895,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.519,0.191,-0.127,-0.249
2008,185940.3,190,190,122,978.63,33.574,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.17,0.05,0.234,0.104
2009,204801.5,189,189,144,1083.61,35.037,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.101,-0.005,0.225,0.066
2010,221342.27,192,192,139,1152.82,36.146,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.081,0.016,0.2,0.064
2011,256685.73,194,194,139,1323.12,35.108,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.16,0.01,0.197,0.05
2012,310291.73,218,218,177,1423.36,35.771,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.209,0.124,0.143,0.038
2013,418177.9,250,250,182,1672.71,36.528,"4mg030000","g","1415","1","1415",2,"1415",false,false,0.348,0.147,0.176,0.056
2014,508698.93,269,269,204,1891.07,37.45,"4mg030000","g","1415","1","1415",2,"1415",false,false,1.484,0.423,0.04,0.015
2002,781457.71,2230,2231,641,350.27,26.365,"4mg030000","g","1416","1","1416",4,"1416",false,false,,,,
2003,110602.6,76,76,44,1455.3,34.039,"4mg030000","g","1416","1","1416",2,"1416",false,false,-0.858,-0.966,,
2004,187775.02,124,124,48,1514.32,33.871,"4mg030000","g","1416","1","1416",3,"1416",false,false,0.698,0.632,,
2005,154416.66,71,71,47,2174.88,34.592,"4mg030000","g","1416","1","1416",2,"1416",false,false,-0.178,-0.427,,
2006,186704.25,81,81,52,2304.99,34.481,"4mg030000","g","1416","1","1416",2,"1416",false,false,0.209,0.141,,
2007,175542.92,98,100,75,1755.43,35.04,"4mg030000","g","1416","1","1416",2,"1416",false,false,-0.06,0.21,-0.258,-0.465
2008,214724.22,108,110,87,1952.04,36.673,"4mg030000","g","1416","1","1416",2,"1416",false,false,0.223,0.102,0.142,0.073
2009,218395.14,109,111,92,1967.52,37.505,"4mg030000","g","1416","1","1416",2,"1416",false,false,0.017,0.009,0.031,-0.025
2010,308623.73,139,140,105,2204.46,38.029,"4mg030000","g","1416","1","1416",2,"1416",false,false,0.413,0.275,0.149,0.144
2011,353834.02,153,153,129,2312.64,35.993,"4mg030000","g","1416","1","1416",2,"1416",false,false,0.146,0.101,0.136,0.136
2012,486547.78,187,187,159,2601.86,36.733,"4mg030000","g","1416","1","1416",2,"1416",false,false,0.375,0.222,0.226,0.138
2013,608869.11,237,237,193,2569.07,36.958,"4mg030000","g","1416","1","1416",2,"1416",false,false,0.251,0.267,0.232,0.17
2014,699807.73,251,251,195,2788.08,37.056,"4mg030000","g","1416","1","1416",2,"1416",false,false,2.204,1.303,0.028,0.012
2002,391529.67,964,968,387,404.47,28.035,"4mg030000","g","1417","1","1417",3,"1417",false,false,,,,
2003,22477.61,19,19,14,1183.03,34.842,"4mg030000","g","1417","1","1417",2,"1417",false,false,-0.943,-0.98,,
2004,34696.23,21,21,16,1652.2,40.476,"4mg030000","g","1417","1","1417",2,"1417",false,false,0.544,0.105,,
2005,36228.43,19,19,16,1906.76,41.053,"4mg030000","g","1417","1","1417",2,"1417",false,false,0.044,-0.095,,
2006,44561.58,24,24,21,1856.73,40.917,"4mg030000","g","1417","1","1417",2,"1417",false,false,0.23,0.263,,
2007,60882.03,26,26,22,2341.62,38.885,"4mg030000","g","1417","1","1417",2,"1417",false,false,0.366,0.083,-0.311,-0.515
2008,43969.76,27,27,26,1628.51,37.333,"4mg030000","g","1417","1","1417",2,"1417",false,false,-0.278,0.038,0.144,0.073
2009,48127.97,29,29,29,1659.59,40,"4mg030000","g","1417","1","1417",1,"1417",false,false,0.095,0.074,0.068,0.067
2010,63802.12,29,29,27,2200.07,39.103,"4mg030000","g","1417","1","1417",2,"1417",false,false,0.326,0,0.12,0.088
2011,62702.34,27,27,26,2322.31,39.741,"4mg030000","g","1417","1","1417",2,"1417",false,false,-0.017,-0.069,0.071,0.024
2012,98382.81,37,37,35,2659,39.73,"4mg030000","g","1417","1","1417",2,"1417",false,false,0.569,0.37,0.101,0.073
2013,86628.28,32,32,30,2707.13,39.5,"4mg030000","g","1417","1","1417",2,"1417",false,false,-0.119,-0.135,0.145,0.035
2014,98191.72,31,31,30,3167.48,41.645,"4mg030000","g","1417","1","1417",2,"1417",false,false,1.04,0.069,0.025,-0.006
2002,1059374.17,1049,1055,862,1004.15,36.912,"4mg030000","g","1421","1","1421",2,"1421",false,false,,,,
2003,1827358.62,1679,1690,1410,1081.28,36.434,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.725,0.601,,
2004,2062215.92,1767,1774,1481,1162.47,36.442,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.129,0.052,,
2005,2250550.11,1858,1865,1551,1206.73,37.064,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.091,0.051,,
2006,2550707.17,2015,2026,1674,1258.99,37.162,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.133,0.084,,
2007,2931668.34,2167,2177,1786,1346.66,37.061,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.149,0.075,0.226,0.156
2008,3355649.63,2371,2380,1980,1409.94,37.399,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.145,0.094,0.129,0.071
2009,4026695.56,2533,2543,2113,1583.44,37.663,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.2,0.068,0.143,0.075
2010,4854938.94,2790,2802,2329,1732.67,37.691,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.206,0.101,0.166,0.085
2011,5500905.02,2831,2844,2303,1934.21,38.017,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.133,0.015,0.166,0.07
2012,6275120.38,3022,3029,2464,2071.68,38.289,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.141,0.067,0.164,0.069
2013,6771576.74,3046,3053,2477,2218.01,38.711,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.079,0.008,0.151,0.051
2014,7404513.47,3064,3069,2520,2412.68,39.215,"4mg030000","g","1421","1","1421",2,"1421",false,false,0.839,0.21,0.018,0.001
2002,45091.12,54,55,39,819.84,35.109,"4mg030000","g","1422","1","1422",2,"1422",false,false,,,,
2003,106056.61,88,90,79,1178.41,36.444,"4mg030000","g","1422","1","1422",2,"1422",false,false,1.352,0.63,,
2004,125182.95,93,95,83,1317.72,36.074,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.18,0.057,,
2005,138196.26,99,100,89,1381.96,36.78,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.104,0.065,,
2006,192983.22,131,133,119,1451,36.609,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.396,0.323,,
2007,240557.14,149,150,121,1603.71,35.467,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.247,0.137,0.398,0.225
2008,233254.98,147,148,134,1576.05,36.514,"4mg030000","g","1422","1","1422",2,"1422",false,false,-0.03,-0.013,0.171,0.108
2009,271494,152,155,130,1751.57,35.6,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.164,0.034,0.167,0.103
2010,378216.29,166,170,143,2224.8,36.359,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.393,0.092,0.223,0.109
2011,452258.96,194,197,158,2295.73,36.883,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.196,0.169,0.186,0.082
2012,586580.23,196,200,157,2932.9,36.39,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.297,0.01,0.195,0.056
2013,766953.14,212,214,158,3583.89,37.369,"4mg030000","g","1422","1","1422",2,"1422",false,false,0.307,0.082,0.269,0.076
2014,744251.54,236,239,192,3114.02,37.473,"4mg030000","g","1422","1","1422",2,"1422",false,false,1.741,0.553,-0.006,0.022
2002,2029662.7,1883,1894,1246,1071.63,35.499,"4mg030000","g","1423","1","1423",2,"1423",false,false,,,,
2003,2798084.77,2181,2199,1754,1272.44,37.224,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.379,0.158,,
2004,3306115,2380,2399,1892,1378.12,37.75,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.182,0.091,,
2005,4109939.3,2892,2908,2100,1413.32,37.07,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.243,0.215,,
2006,4224358.79,2755,2775,2176,1522.29,37.267,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.028,-0.047,,
2007,4875039.69,3031,3043,2348,1602.05,37.335,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.154,0.1,0.192,0.1
2008,5513031.83,3229,3245,2540,1698.93,37.497,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.131,0.065,0.145,0.082
2009,6293428.54,3448,3454,2670,1822.07,37.768,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.142,0.068,0.137,0.077
2010,8096195.8,3802,3817,2924,2121.09,37.922,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.286,0.103,0.145,0.056
2011,10032802.16,4190,4197,3042,2390.47,37.902,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.239,0.102,0.189,0.087
2012,12443959.27,4553,4571,3236,2722.37,38.141,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.24,0.087,0.206,0.085
2013,14023065.71,4816,4824,3394,2906.94,38.278,"4mg030000","g","1423","1","1423",2,"1423",false,false,0.127,0.058,0.205,0.083
2014,14319337.73,4695,4700,3346,3046.67,38.504,"4mg030000","g","1423","1","1423",2,"1423",false,false,1.275,0.362,0.004,-0.005
2002,36224.46,34,34,25,1065.43,35.824,"4mg030000","g","1424","1","1424",2,"1424",false,false,,,,
2003,136627.12,118,120,98,1138.56,35.917,"4mg030000","g","1424","1","1424",2,"1424",false,false,2.772,2.471,,
2004,180496.82,115,115,98,1569.54,35.817,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.321,-0.025,,
2005,243792.84,134,135,112,1805.87,36.378,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.351,0.165,,
2006,265430.86,163,163,124,1628.41,37,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.089,0.216,,
2007,284470.03,186,186,142,1529.41,35.667,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.072,0.141,0.51,0.405
2008,273487.74,186,186,149,1470.36,36.629,"4mg030000","g","1424","1","1424",2,"1424",false,false,-0.039,0,0.149,0.095
2009,376891.23,196,196,160,1922.91,37.301,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.378,0.054,0.159,0.113
2010,475114.77,223,223,178,2130.56,37.386,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.261,0.138,0.143,0.107
2011,499902.64,220,220,168,2272.29,37.309,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.052,-0.013,0.135,0.062
2012,562270.64,233,233,185,2413.18,37.558,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.125,0.059,0.146,0.046
2013,624924.73,236,239,201,2614.75,37.343,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.111,0.013,0.18,0.049
2014,722720.36,253,253,202,2856.6,37.182,"4mg030000","g","1424","1","1424",2,"1424",false,false,0.918,0.291,0.03,0.014
2002,47553.55,35,35,23,1358.67,32.8,"4mg030000","g","1425","1","1425",2,"1425",false,false,,,,
2003,69337.26,29,29,23,2390.94,36.897,"4mg030000","g","1425","1","1425",2,"1425",false,false,0.458,-0.171,,
2004,84091.16,35,36,30,2335.87,36.333,"4mg030000","g","1425","1","1425",2,"1425",false,false,0.213,0.207,,
2005,99307.32,46,46,40,2158.86,36.435,"4mg030000","g","1425","1","1425",2,"1425",false,false,0.181,0.314,,
2006,134291.77,59,59,44,2276.13,36.441,"4mg030000","g","1425","1","1425",2,"1425",false,false,0.352,0.283,,
2007,120729.29,58,58,51,2081.54,35.448,"4mg030000","g","1425","1","1425",2,"1425",false,false,-0.101,-0.017,0.205,0.106
2008,176865.68,76,76,51,2327.18,34.132,"4mg030000","g","1425","1","1425",2,"1425",false,false,0.465,0.31,0.206,0.213
2009,287398.82,90,90,66,3193.32,33.856,"4mg030000","g","1425","1","1425",2,"1425",false,false,0.625,0.184,0.279,0.208
2010,312296.69,103,103,80,3032.01,34.864,"4mg030000","g","1425","1","1425",2,"1425",false,false,0.087,0.144,0.258,0.175
2011,411362.16,114,115,78,3577.06,35.278,"4mg030000","g","1425","1","1425",2,"1425",false,false,0.317,0.107,0.251,0.141
2012,948111.26,172,172,96,5512.28,36.965,"4mg030000","g","1425","1","1425",2,"1425",false,false,1.305,0.509,0.51,0.243
2013,937004.26,165,165,97,5678.81,37.527,"4mg030000","g","1425","1","1425",2,"1425",false,false,-0.012,-0.041,0.396,0.168
2014,643269.99,118,118,90,5451.44,37.432,"4mg030000","g","1425","1","1425",2,"1425",false,false,1.238,0.311,-0.072,-0.065
2002,1890.86,3,3,3,630.29,32,"4mg030000","g","1426","1","1426",1,"1426",false,false,,,,
2003,3343.52,3,3,3,1114.51,35,"4mg030000","g","1426","1","1426",1,"1426",false,false,0.768,0,,
2004,6479.52,4,4,4,1619.88,31,"4mg030000","g","1426","1","1426",1,"1426",false,false,0.938,0.333,,
2005,15844.52,4,4,4,3961.13,40.75,"4mg030000","g","1426","1","1426",1,"1426",false,false,1.445,0,,
2006,15290.12,4,4,4,3822.53,37.75,"4mg030000","g","1426","1","1426",1,"1426",false,false,-0.035,0,,
2007,80677.77,9,9,6,8964.2,40.556,"4mg030000","g","1426","1","1426",2,"1426",false,false,4.276,1.25,1.118,0.246
2008,21143.27,6,6,6,3523.88,39.833,"4mg030000","g","1426","1","1426",1,"1426",false,false,-0.738,-0.333,0.446,0.149
2009,58636.35,14,14,13,4188.31,35.5,"4mg030000","g","1426","1","1426",2,"1426",false,false,1.773,1.333,0.554,0.285
2010,76552.63,17,17,14,4503.1,34.824,"4mg030000","g","1426","1","1426",2,"1426",false,false,0.306,0.214,0.37,0.336
2011,94076.76,20,20,18,4703.84,36.55,"4mg030000","g","1426","1","1426",2,"1426",false,false,0.229,0.176,0.438,0.38
2012,160972.34,26,26,21,6191.24,38.615,"4mg030000","g","1426","1","1426",2,"1426",false,false,0.711,0.3,0.148,0.236
2013,181026.13,25,25,18,7241.05,37.56,"4mg030000","g","1426","1","1426",2,"1426",false,false,0.125,-0.038,0.536,0.33
2014,183095.55,19,19,16,9636.61,39.526,"4mg030000","g","1426","1","1426",2,"1426",false,false,2.123,0.357,0.002,-0.053
2003,49916.65,29,29,23,1721.26,36.103,"4mg030000","g","1427","1","1427",2,"1427",false,false,,,,
2004,66198.71,42,45,36,1471.08,34.644,"4mg030000","g","1427","1","1427",2,"1427",false,false,0.326,0.448,,
2005,74003.42,34,37,31,2000.09,36.243,"4mg030000","g","1427","1","1427",2,"1427",false,false,0.118,-0.19,,
2006,41103.34,27,30,26,1370.11,34.5,"4mg030000","g","1427","1","1427",2,"1427",false,false,-0.445,-0.206,,
2007,41667.9,29,29,27,1436.82,36.345,"4mg030000","g","1427","1","1427",2,"1427",false,false,0.014,0.074,,
2008,66974.01,37,37,32,1810.11,35.189,"4mg030000","g","1427","1","1427",2,"1427",false,false,0.607,0.276,0.061,0.05
2009,121005.05,51,51,39,2372.65,35.824,"4mg030000","g","1427","1","1427",2,"1427",false,false,0.807,0.378,0.128,0.04
