year,num_emp,num_jobs,cbo_id,color,name
2013,5,5,7640,#9edae5,Other Footwear Manufacturing Workers
2013,1,1,7610,#9edae5,General Textile Workers
2013,1,1,7621,#9edae5,Leather Preparation Workers
2013,71,71,3111,#d66011,Chemical Technicians
2013,1105,1108,5132,#17bcef,Cooks
2013,35,35,2532,#cc0000,Marketing Consutants
2013,84,84,7241,#9edae5,Plumbers
2013,11,11,2533,#cc0000,Stockbrokers
2013,1011,1012,5174,#17bcef,Doormen
2013,9,9,3142,#d66011,Tool Technicians
2013,42,42,3143,#d66011,Car Mechanics
2013,1,1,6131,#105B10,Larger Livestock Breeders
2013,96,96,7511,#9edae5,Precious Stone Artisans
2013,1,1,2321,#cc0000,High School Teachers
2013,289,289,2521,#cc0000,Administrators
2013,1,1,8115,#ffc41c,Oil and Gas Production Equipment Operators 
2013,15,15,9143,#581f05,Subway Mechanics
2013,58,58,2237,#cc0000,Nutritionists
2013,10,10,7623,#9edae5,Leather Finishers
2013,89,89,7411,#9edae5,Precision Instrument Assemblers
2013,80,80,xxxx,#C7C7C7,Unreported
2013,39,39,3187,#d66011,Electronical Design Planners
2013,110,110,7213,#9edae5,Metal Polishers
2013,1,1,3211,#d66011,Agricultural Technicians
2013,347,350,2522,#cc0000,Accountants
2013,11,11,3764,#d66011,Models
2013,5,5,8103,#ffc41c,Pharmacuetical Production Supervisors
2013,8,8,7735,#9edae5,CNC Wood Machinists
2013,12,12,2618,#cc0000,Photographers
2013,801,801,9913,#581f05,Vehicle Bodywork Mechanics
2013,67,67,5101,#17bcef,Hospitality Supervisors
2013,1242,1243,5199,#17bcef,Other Service Workers
2013,118,118,7661,#9edae5,Prepress Graphics Workers
2013,1,1,5165,#17bcef,Funeral Service Workers
2013,13,13,7521,#9edae5,Glassblowers
2013,41,41,3543,#d66011,Foreign Trade Analysts
2013,30,30,3147,#d66011,Steel Technicians
2013,1,1,6430,#105B10,Irrigation and Drainage Workers
2013,12,12,6210,#105B10,General Agricultural Workers
2013,5,5,3425,#d66011,Air Transport Technicians
2013,2,2,6126,#105B10,Fertilizer Farmers
2013,58,58,2531,#cc0000,Public Relations
2013,120,120,7166,#9edae5,Interior Painters
