year,num_emp,num_jobs,cbo_id,color,name
2005,12,12,3122,#d66011,Infrastructure Technicians
2005,19,19,7257,#9edae5,Refrigeration Installers
2005,15,15,7821,#9edae5,Crane Operators
2005,2,2,7686,#9edae5,Typographers
2005,151,151,9192,#581f05,Landscapers
2005,22,22,7222,#9edae5,Metal Smelting Workers
2005,15,15,7801,#9edae5,Packing and Labeling Supervisors
2005,184,184,7711,#9edae5,Cabinetmakers
2005,2,2,3545,#d66011,Insurance Agents
2005,13,13,2629,#cc0000,Interior Designer
2005,2372,2382,8483,#ffc41c,Bakers
2005,17,17,5103,#17bcef,Security Supervisors
2005,2,2,6210,#105B10,General Agricultural Workers
2005,17,17,3184,#d66011,Technical Product Designers
2005,982,984,4101,#b7834b,Administrative Supervisors
2005,1,1,1225,#752277,Hospitality COOs
2005,183,183,7250,#9edae5,Other Mechanical Fitters
2005,12,12,3252,#d66011,Food Production Technicians
2005,2,2,8113,#ffc41c,Filtration Workers
2005,11,11,8103,#ffc41c,Pharmacuetical Production Supervisors
2005,3,3,8311,#ffc41c,Paper Pulp Manufacturing Workers
2005,24,24,4152,#b7834b,Postal Workers
2005,2,2,5131,#17bcef,Butlers and Maids
2005,123,123,9511,#581f05,Electrical Maintenance Workers
2005,194,194,7244,#9edae5,Boiler Workers
2005,1,1,3187,#d66011,Electronical Design Planners
2005,29,29,3224,#d66011,Dental Technicians
2005,1,1,6301,#105B10,Forestry and Aquaculture Supervisors
2005,14,14,3422,#d66011,Customs Brokes
2005,199,199,7156,#9edae5,Electrical Workers
2005,13,13,2332,#cc0000,Vocational Instructors
2005,2,2,8211,#ffc41c,Sinter Operators
2005,2,2,3714,#d66011,Recruiters
2005,23,23,7221,#9edae5,Metal Forging Workers
2005,31,31,3221,#d66011,Alternative Therapy Technicians
2005,3,3,7113,#9edae5,Liquid and Gas Extraction Workers
2005,16,16,2618,#cc0000,Photographers
2005,3,3,8233,#ffc41c,Construction Equipment Operators
2005,4,4,3183,#d66011,Utility Designers
2005,1,1,8221,#ffc41c,Metal Reheating Operators
2005,24,24,8331,#ffc41c,Paper Machinery Operators
2005,179,179,9111,#581f05,Pump and Motor Mechanics
2005,25,25,7751,#9edae5,Wood Finishers
2005,29,29,7734,#9edae5,Wood Series Machinery Operators
2005,20,20,7614,#9edae5,Textile Dyers
2005,27,27,7651,#9edae5,Leather Upholstery Workers
2005,20,20,5171,#17bcef,Firefighters and Lifeguards
2005,192,192,4213,#b7834b,Billing Collectors
2005,1,1,1238,#752277,Maintenance Officers
2005,23,23,9143,#581f05,Subway Mechanics
2005,2,2,9142,#581f05,Marine Equipment Maintenance 
2005,9,9,2236,#cc0000,Physiotherapists
2005,271,271,6201,#105B10,Agricultural Supervisors
