year,num_emp,num_jobs,cbo_id,color,name
2014,1,1,2146,#cc0000,Material Science Engineers
2014,5,5,3122,#d66011,Infrastructure Technicians
2014,44,44,5101,#17bcef,Hospitality Supervisors
2014,2,2,2222,#cc0000,Food Engineers
2014,1,1,3201,#d66011,Biological Technicians
2014,8,8,3731,#d66011,Radio Station Technicians
2014,268,268,2521,#cc0000,Administrators
2014,1,1,6233,#105B10,Poultry Workers
2014,1,1,7610,#9edae5,General Textile Workers
2014,3,3,1234,#752277,Other Directors
2014,1,1,7771,#9edae5,Naval Carpenters
2014,8,8,8233,#ffc41c,Construction Equipment Operators
2014,111,111,8418,#ffc41c,Pastry Manufacturing Workers
2014,1,1,8415,#ffc41c,Dairy Pastuerization Workers
2014,44,44,2123,#cc0000,IT Managers
2014,25,25,1413,#752277,Construction Managers
2014,10,10,2618,#cc0000,Photographers
2014,1,1,7650,#9edae5,Other Leather Product Workers
2014,37,37,3143,#d66011,Car Mechanics
2014,24,24,2141,#cc0000,Architects and Planners
2014,1,1,6125,#105B10,Fruit Farmers
2014,78,78,7411,#9edae5,Precision Instrument Assemblers
2014,103,103,7662,#9edae5,Printers
2014,19,19,2149,#cc0000,Production Engineers
2014,11,11,2346,#cc0000,Language Professors
2014,1084,1086,5132,#17bcef,Cooks
2014,948,948,4223,#b7834b,Telemarketers
2014,1,1,8624,#ffc41c,Gas Utility Workers
2014,46,46,2612,#cc0000,Librarians
2014,42,42,2238,#cc0000,Audiologists
2014,1,1,2321,#cc0000,High School Teachers
2014,1,1,6131,#105B10,Larger Livestock Breeders
2014,100,100,7166,#9edae5,Interior Painters
2014,1,1,9152,#581f05,Musical Instrument Restoration Workers
2014,25,25,3147,#d66011,Steel Technicians
2014,5,5,3522,#d66011,Health and Environmental Workers
2014,118,118,7661,#9edae5,Prepress Graphics Workers
2014,83,83,9513,#581f05,Security System Technicians
2014,39,39,2532,#cc0000,Marketing Consutants
2014,134,134,7633,#9edae5,Embroidery Machine Operators
2014,1,1,2012,#cc0000,Metrologist
